phylum	class	order	family	genus	species
Bacteroidetes	Chitinophagia	Sphingobacteriales	Chitinophagaceae	Parafilimonas	Parafilimonas terrae
Bacteroidetes	Chitinophagia	Sphingobacteriales	Chitinophagaceae	Chitinophaga	Chitinophaga jiangningensis
Bacteroidetes	Chitinophagia	Sphingobacteriales	Chitinophagaceae	Taibaiella	Taibaiella chishuiensis
Bacteroidetes	Chitinophagia	Sphingobacteriales	Chitinophagaceae	Hydrobacter	Hydrobacter penzbergensis
Bacteroidetes	Chitinophagia	Sphingobacteriales	Chitinophagaceae	Flaviaesturariibacter	Flaviaesturariibacter amylovorans
Bacteroidetes	Chitinophagia	Sphingobacteriales	Chitinophagaceae	Chitinophaga	Chitinophaga dinghuensis
Bacteroidetes	Chitinophagia	Sphingobacteriales	Chitinophagaceae	Dinghuibacter	Dinghuibacter silviterrae
Bacteroidetes	Chitinophagia	Sphingobacteriales	Chitinophagaceae	Filimonas	Filimonas zeae
Bacteroidetes	Chitinophagia	Sphingobacteriales	Chitinophagaceae	Pseudobacter	Pseudobacter ginsenosidimutans
Bacteroidetes	Chitinophagia	Sphingobacteriales	Chitinophagaceae	Panacibacter	Panacibacter ginsenosidivorans
Bacteroidetes	Chitinophagia	Sphingobacteriales	Chitinophagaceae	Niabella	Niabella sp.
Bacteroidetes	Chitinophagia	Sphingobacteriales	Chitinophagaceae	Flaviaesturariibacter	Flaviaesturariibacter luteus
Bacteroidetes	Chitinophagia	Sphingobacteriales	Chitinophagaceae	Sediminibacterium	Sediminibacterium sp.
Bacteroidetes	Chitinophagia	Sphingobacteriales	Chitinophagaceae	Flavisolibacter	Flavisolibacter sp.
Bacteroidetes	Chitinophagia	Sphingobacteriales	Chitinophagaceae	Chitinophaga	Chitinophaga pinensis
Bacteroidetes	Chitinophagia	Sphingobacteriales	Chitinophagaceae	Chitinophaga	Cytophaga arvensicola
Bacteroidetes	Chitinophagia	Sphingobacteriales	Chitinophagaceae	Chitinophaga	Flexibacter sancti
Bacteroidetes	Chitinophagia	Sphingobacteriales	Chitinophagaceae	Chitinophaga	Flexibacter filiformis
Bacteroidetes	Chitinophagia	Sphingobacteriales	Chitinophagaceae	Chitinophaga	Flexibacter japonensis
Bacteroidetes	Chitinophagia	Sphingobacteriales	Chitinophagaceae	Chitinophaga	Chitinophaga ginsengisoli
Bacteroidetes	Chitinophagia	Sphingobacteriales	Chitinophagaceae	Chitinophaga	Chitinophaga ginsengisegetis
Bacteroidetes	Chitinophagia	Sphingobacteriales	Chitinophagaceae	Chitinophaga	Chitinophaga skermanii
Bacteroidetes	Chitinophagia	Sphingobacteriales	Chitinophagaceae	Chitinophaga	Chitinophaga terrae
Bacteroidetes	Chitinophagia	Sphingobacteriales	Chitinophagaceae	Chitinophaga	Chitinophaga niabensis
Bacteroidetes	Chitinophagia	Sphingobacteriales	Chitinophagaceae	Chitinophaga	Chitinophaga niastensis
Bacteroidetes	Chitinophagia	Sphingobacteriales	Chitinophagaceae	Chitinophaga	Chitinophaga rupis
Bacteroidetes	Chitinophagia	Sphingobacteriales	Chitinophagaceae	Chitinophaga	Chitinophaga sp.
Bacteroidetes	Chitinophagia	Sphingobacteriales	Chitinophagaceae	Chitinophaga	Chitinophaga vermicomposti
Bacteroidetes	Chitinophagia	Sphingobacteriales	Chitinophagaceae	Terrimonas	Flavobacterium ferrugineum
Bacteroidetes	Chitinophagia	Sphingobacteriales	Chitinophagaceae	Niastella	Niastella koreensis
Bacteroidetes	Chitinophagia	Sphingobacteriales	Chitinophagaceae	Niastella	Niastella yeongjuensis
Bacteroidetes	Chitinophagia	Sphingobacteriales	Chitinophagaceae	Niabella	Niabella aurantiaca
Bacteroidetes	Chitinophagia	Sphingobacteriales	Chitinophagaceae	Niabella	Niabella soli
Bacteroidetes	Chitinophagia	Sphingobacteriales	Chitinophagaceae	Segetibacter	Segetibacter koreensis
Bacteroidetes	Chitinophagia	Sphingobacteriales	Chitinophagaceae	Flavisolibacter	Flavisolibacter ginsengiterrae
Bacteroidetes	Chitinophagia	Sphingobacteriales	Chitinophagaceae	Flavisolibacter	Flavisolibacter ginsengisoli
Bacteroidetes	Chitinophagia	Sphingobacteriales	Chitinophagaceae	Filimonas	Filimonas lacunae
Bacteroidetes	Chitinophagia	Sphingobacteriales	Chitinophagaceae	Hydrotalea	Hydrotalea sandarakina
Bacteroidetes	Chitinophagia	Sphingobacteriales	Chitinophagaceae	Crenotalea	Crenotalea thermophila
Bacteroidetes	Chitinophagia	Sphingobacteriales	Chitinophagaceae	Niabella	Niabella hirudinis
Bacteroidetes	Chitinophagia	Sphingobacteriales	Chitinophagaceae	Niabella	Niabella drilacis
Bacteroidetes	Chitinophagia	Sphingobacteriales	Chitinophagaceae	Sediminibacterium	Sediminibacterium salmoneum
Bacteroidetes	Chitinophagia	Sphingobacteriales	Chitinophagaceae	Sediminibacterium	Sediminibacterium ginsengisoli
Bacteroidetes	Chitinophagia	Sphingobacteriales	Chitinophagaceae	Sediminibacterium	Sediminibacterium goheungense
Bacteroidetes	Chitinophagia	Sphingobacteriales	Chitinophagaceae	Cnuella	Cnuella takakiae
Bacteroidetes	Chitinophagia	Sphingobacteriales	Chitinophagaceae	Vibrionimonas	Vibrionimonas magnilacihabitans
Bacteroidetes	Chitinophagia	Sphingobacteriales	Chitinophagaceae	Thermoflavifilum	Thermoflavifilum aggregans
Bacteroidetes	Cytophagia	Cytophagales	Bernardetiaceae	Bernardetia	Flexibacter litoralis
Bacteroidetes	Cytophagia	Cytophagales	Bernardetiaceae	Hugenholtzia	Flexibacter roseolus
Bacteroidetes	Cytophagia	Cytophagales	Bernardetiaceae	Garritya	Flexibacter polymorphus
Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Cecembia	Cecembia rubra
Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus trabzonensis
Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Belliella	Belliella kenyensis
Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Mongoliibacter	Mongoliibacter ruber
Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Hongiella ornithinivorans
Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus iocasae
Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus olei
Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus roseus
Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Echinicola	Echinicola sediminis
Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Cyclobacterium	Cyclobacterium sp.
Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Echinicola	Echinicola shivajiensis
Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Rhodonellum	Rhodonellum ikkaensis
Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Rhodonellum	Rhodonellum psychrophilum
Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus antarcticus
Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Hongiella marincola
Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Hongiella halophila
Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Hongiella mannitolivorans
Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus winogradskyi
Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Chimaereicella boritolerans
Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus ratkowskyi
Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus yeomjeoni
Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus terrigena
Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Chimaereicella alkaliphila
Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus vanfongensis
Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus aquaeductus
Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus hitonicola
Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus faecimaris
Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Aquiflexum	Aquiflexum balticum
Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Belliella	Belliella baltica
Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Echinicola	Echinicola vietnamensis
Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Fontibacter	Fontibacter flavus
Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus machipongonensis
Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus sp.
Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus zhangzhouensis
Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Belliella	Belliella pelovolcani
Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Nitritalea	Nitritalea halalkaliphila
Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Cecembia	Cecembia calidifontis
Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Mariniradius	Mariniradius saccharolyticus
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Dyadobacter	Dyadobacter jejuensis
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Dyadobacter	Dyadobacter jiangsuensis
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma	Spirosoma oryzae
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Rhodocytophaga	Rhodocytophaga aerolata
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma	Spirosoma fluviale
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Dyadobacter	Dyadobacter sp.
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Dyadobacter	Dyadobacter arcticus
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Dyadobacter	Dyadobacter endophyticus
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma	Spirosoma escalantus
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma	Spirosoma navajo
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Arcicella	Arcicella rosea
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Rhabdobacter	Rhabdobacter roseus
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma	Spirosoma aerophilum
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma	Spirosoma lacussanchae
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Cytophaga	Cytophaga sp.
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Flectobacillus	Flectobacillus speluncae
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma	Spirosoma pollinicola
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Arcicella	Arcicella aquatica
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Arcicella	Arcicella aurantiaca
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Cytophaga	Cytophaga hutchinsonii
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Cytophaga	Cytophaga aurantiaca
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Cytophaga	Cytophaga xylanolytica
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Dyadobacter	Dyadobacter fermentans
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Dyadobacter	Dyadobacter crusticola
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Dyadobacter	Dyadobacter ginsengisoli
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Dyadobacter	Dyadobacter koreensis
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Dyadobacter	Dyadobacter alkalitolerans
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Dyadobacter	Dyadobacter psychrophilus
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Emticicia	Emticicia oligotrophica
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Flectobacillus	Microcyclus major
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Flexibacter	Flexibacter sp.
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Flexibacter	Flexibacter flexilis
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Leadbetterella	Leadbetterella byssophila
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Runella	Runella slithyformis
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Runella	Runella zeae
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Runella	Runella limosa
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Runella	Runella defluvii
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma	Microcyclus flavus
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma	Spirosoma sp.
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma	Spirosoma panaciterrae
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma	Spirosoma luteum
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma	Spirosoma spitsbergense
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Sporocytophaga	Cytophaga myxococcoides
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Larkinella	Larkinella arboricola
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Ekhidna	Ekhidna lutea
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Rudanella	Rudanella lutea
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Fibrella	Fibrella aestuarina
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Fibrisoma	Fibrisoma limi
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Pseudarcicella	Pseudarcicella hirudinis
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Siphonobacter	Siphonobacter aquaeclarae
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Dyadobacter	Dyadobacter beijingensis
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Dyadobacter	Dyadobacter soli
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma	Spirosoma endophyticum
Bacteroidetes	Cytophagia	Cytophagales		Thermoflexibacter	Flexibacter ruber
Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Flammeovirga	Microscilla arenaria
Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Sediminitomix	Sediminitomix flava
Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Roseivirga	Marinicola seohaensis
Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Roseivirga	Roseivirga seohaensis  subsp. aquiponti
Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Flammeovirga	Cytophaga aprica
Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Flexithrix	Flexibacter aggregans
Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Reichenbachiella	Reichenbachia agariperforans
Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Reichenbachiella	Reichenbachiella faecimaris
Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Marinoscillum	Microscilla furvescens
Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Marivirga	Flexibacter tractuosus
Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Marivirga	Microscilla sericea
Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Cesiribacter	Cesiribacter andamanensis
Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Flammeovirga	Flammeovirga yaeyamensis
Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Flammeovirga	Flammeovirga kamogawensis
Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Flammeovirga	Flammeovirga pacifica
Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Marivirga	Marivirga sp.
Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Adhaeribacter	Adhaeribacter sp.
Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter latericoloratus
Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter luteus
Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter mucosus
Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Pontibacter	Pontibacter ummariensis
Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Pontibacter	Pontibacter mucosus
Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Pontibacter	Pontibacter virosus
Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Rufibacter	Rufibacter quisquiliarum
Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Pontibacter	Pontibacter rhizosphera
Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter gelipurpurascens
Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Pontibacter	Pontibacter sp.
Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Adhaeribacter	Adhaeribacter aquaticus
Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter roseosalivarius
Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter aerophilus
Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter sp.
Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter arizonensis
Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter actinosclerus
Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter psychrotolerans
Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter chitinivorans
Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter ocellatus
Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter norwichensis
Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter rigui
Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter daecheongensis
Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter psychrophilus
Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Pontibacter	Effluviibacter roseus
Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Pontibacter	Pontibacter actiniarum
Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Pontibacter	Pontibacter akesuensis
Bacteroidetes	Cytophagia	Cytophagales	Microscillaceae	Eisenibacter	Flexibacter elegans
Bacteroidetes	Cytophagia	Cytophagales	Microscillaceae	Microscilla	Microscilla marina
Bacteroidetes	Cytophagia	Cytophagales	Persicobacteraceae	Aureibacter	Aureibacter tunicatorum
Bacteroidetes	Cytophagia	Cytophagales	Persicobacteraceae	Fulvitalea	Fulvitalea axinellae
Bacteroidetes	Cytophagia	Cytophagales	Persicobacteraceae	Persicobacter	Cytophaga diffluens
Bacteroidetes	Cytophagia	Cytophagales	Thermonemataceae	Thermonema	Thermonema lapsum
Bacteroidetes	Cytophagia	Cytophagales	Thermonemataceae	Thermonema	Thermonema rossianum
Bacteroidetes	Cytophagia	Flavobacteriales	Cytophagaceae	Runella	Runella sp.
Bacteroidetes	Flavobacteriia	Cytophagales	Crocinitomicaceae	Crocinitomix	Crocinitomix catalasitica
Bacteroidetes	Flavobacteriia	Cytophagales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp.
Bacteroidetes	Flavobacteriia	Cytophagales	Flavobacteriaceae	Flavobacterium	Cytophaga johnsonae
Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae	Fluviicola	Fluviicola taffensis
Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Owenweeksia	Owenweeksia hongkongensis
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aquimarina	Aquimarina pacifica
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Myroides	Myroides xuanwuensis
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Psychroflexus	Psychroflexus salarius
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	Winogradskyella jejuensis
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	Chryseobacterium oleae
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	Chryseobacterium takakiae
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lutibacter	Lutibacter oricola
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flagellimonas	Spongiibacterium pacificum
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Wenyingzhuangia	Wenyingzhuangia marina
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Moheibacter	Moheibacter sediminis
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chishuiella	Chishuiella changwenlii
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Maribacter	Maribacter ulvicola
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Muricauda	Muricauda sp.
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Salegentibacter	Salegentibacter flavus
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	Chryseobacterium sp.
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Formosa	Formosa algae
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lacinutrix	Lacinutrix sp.
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Ichthyenterobacterium	Ichthyenterobacterium magnum
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	Chryseobacterium polytrichastri
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	Chryseobacterium rhizoplanae
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Algibacter	Algibacter amylolyticus
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Maribacter	Maribacter spongiicola
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Maribacter	Maribacter vaceletii
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	Chryseobacterium arachidiradicis
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Dokdonia	Dokdonia pacifica
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	Chryseobacterium profundimaris
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Wenyingzhuangia	Wenyingzhuangia heitensis
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium nitrogenifigens
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium endophyticum
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Myroides	Myroides indicus
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Muricauda	Muricauda pacifica
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lacinutrix	Lacinutrix venerupis
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Elizabethkingia	Elizabethkingia endophytica
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lutimonas	Aestuariicola saemankumensis
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Gelidibacter	Gelidibacter sediminis
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	Chryseobacterium frigidum
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga canis
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Maribacter	Maribacter sedimenticola
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	Chryseobacterium taiwanense
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Maribacter	Maribacter sp.
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	Chryseobacterium flavum
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flaviramulus	Flaviramulus ichthyoenteri
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Apibacter	Apibacter mensalis
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Wenyingzhuangia	Wenyingzhuangia aestuarii
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lutibacter	Lutibacter profundi
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium aquicola
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Marinirhabdus	Marinirhabdus gelatinilytica
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Wenyingzhuangia	Wenyingzhuangia fucanilytica
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Oceanihabitans	Oceanihabitans sediminis
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Algibacter	Algibacter alginolytica
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lacinutrix	Flavirhabdus iliipiscaria
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Sediminicola	Sediminicola sp.
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Sediminibacter	Sediminibacter sp.
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Spongitalea	Spongitalea numazuensis
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Mesonia	Mesonia hippocampi
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	Chryseobacterium limigenitum
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Empedobacter	Empedobacter stercoris
