phylum	class	order	family	genus	species	strain
Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Pseudoclostridium	Clostridium thermosuccinogenes	IC
Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Pseudoclostridium	Clostridium thermosuccinogenes	ID
Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Pseudoclostridium	Clostridium thermosuccinogenes	IE
Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Pseudoclostridium	Clostridium thermosuccinogenes	IA
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium homopropionicum	LuHBu1
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium colinum	72042
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium intestinale	Catt39
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium intestinale	RC
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Terrisporobacter	Clostridium mayombei	SFC-5
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium xylanolyticum	
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium celerecrescens	18A
Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Ruminiclostridium	Clostridium cellulolyticum	H10
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium populeti	743A
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium populeti	MC-III, MCM B504
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium thermopalmarium	BVP
Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Hungateiclostridium	Clostridium aldrichii	P-1
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerotignum	Clostridium neopropionicum	X4
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium chartatabidum	163
Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Ruminiclostridium	Clostridium termitidis	CT1112
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium quinii	BS1
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium feseri	2585
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium paradoxum	JW-YL-7
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium paradoxum	JW/YL-NZ11
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium septicum	Pasteur III
Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Thermoclostridium	Clostridium stercorarium subsp. stercorarium	
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium thermoalcaliphilum	JW/YL23-2
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium grantii	A-1
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium estertheticum subsp. estertheticum	MT1
Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Thermoclostridium	Clostridium stercorarium subsp. leptospartum	C-17-70
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium uzonii	
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium viride	T2-7
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium autoethanogenum	JA1-1
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium pascui	Cm17
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium pascui	Cm19
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium pascui	Cm20
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium pascui	Cm21
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium acetireducens	30A
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium aminophilum	F
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium fimetarium	Z-2189
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium vincentii	lac-1
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium tetani	34946A
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium tetani	E4222
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium frigidicarnis	SPL77A
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium gasigenes	DB1A
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium algidixylanolyticum	SPL73
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium uliginosum	CK55
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerocolumna	Clostridium xylanovorans	HESP1
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium hiranonis	TO-931
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium akagii	CK-58
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium acidisoli	CK-74
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium peptidivorans	TMC4
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium ljungdahlii	PETC
Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Ruminiclostridium	Clostridium hungatei	AD
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium herbivorans	54408
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium saccharobutylicum	BAS/B3/CSC, NCP 262
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerotignum	Clostridium lactatifermentans	G17
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium laramie	NK1
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Hungatella	Clostridium hathewayi	1313
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Hungatella	Clostridium hathewayi	9023a
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Paeniclostridium	Clostridium ghoni	PEV
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium hylemonae	TN-271
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium isatidis	Wv6
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium algidicarnis	Dainty C
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium tunisiense	E1
Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Paramaledivibacter	Clostridium caminithermale	DViRD3
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium thiosulfatireducens	Lup 21
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium carboxidivorans	P7
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium ragsdalei	P11
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium diolis	88-273, SH1
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium colicanis	3WC2
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium bolteae	WAL 16351
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium frigoris	D-1/D-an/II, H8
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium lacusfryxellense	C/C-an/B1, H10
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium bowmanii	A-1/C-an/C1, H11
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium psychrophilum	A-1/C-an/I, H12
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium amygdalinum	BR-10
Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Hungateiclostridium	Clostridium straminisolvens	CSK1
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium algoriphilum	14D1
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerocolumna	Clostridium jejuense	HY-35-12
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Intestinibacter	Clostridium bartlettii	WAL 16138
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium lundense	R1
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium schirmacherense	AP15
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium aciditolerans	JW/4JL B3
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium saccharogumia	SDG-Mt85-3Db
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mediterraneibacter	Clostridium glycyrrhizinilyticum	ZM35
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium drakei	SL1
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium drakei	FP
Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Hungateiclostridium	Clostridium alkalicellulosi	Z-7026
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium asparagiforme	N6
Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Ruminiclostridium	Clostridium josui	
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Lachnoclostridium phytofermentans	ISDg
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium ganghwense	HY-42-06
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium citroniae	RMA 16102
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium aldenense	RMA 9741
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium tepidiprofundi	SG 508
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium aestuarii	HY-45-18
Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Ruminiclostridium	Clostridium sufflavum	CDT-1
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium lavalense	CCRI-9842
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium amylolyticum	SW408
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium tagluense	A121
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sulfidigenes	SGB2
Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Hungateiclostridium	Clostridium clariflavum	EBR-02E-0045, EBR45
Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Thermoclostridium	Clostridium caenicola	EBR596
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium cavendishii	BL-28
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium hydrogeniformans	BL-20
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium arbusti	SL206
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium chromiireducens	GCAF-1
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium senegalense	JC 122
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Tindallia	Tindallia magadii	
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Tindallia	Tindallia californiensis	APO
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Tindallia	Tindallia texcoconensis	IMP-300
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Alkaliphilus	Alkaliphilus oremlandii	OhILAs
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Alkaliphilus	Alkaliphilus peptidofermentans	Z-7036
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Alkaliphilus	Alkaliphilus halophilus	E2R
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Thermohalobacter	Thermohalobacter berrensis	CTT3
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Geosporobacter	Geosporobacter subterraneus	VNs68
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Anaerosporobacter	Anaerosporobacter mobilis	HY-37-4
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridiisalibacter	Clostridiisalibacter paucivorans	37HS60
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Lutispora	Lutispora thermophila	EBR 46
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus	Butyricicoccus pullicaecorum	25-3
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Proteiniclasticum	Proteiniclasticum ruminis	D3RC-2
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Sporosalibacterium	Sporosalibacterium faouarense	SOL3f37
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Anaerosalibacter	Anaerosalibacter bizertensis	C5BEL
Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	Colwellia maris	ABE-1
Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	Colwellia aestuarii	SMK10
Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	Colwellia chukchiensis	BCw111
Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassomonas	Thalassomonas viridans	XOM5
Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassomonas	Thalassomonas viridans	XOM25
Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassotalea	Thalassomonas ganghwensis	JC2041
Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassotalea	Thalassomonas agarivorans	TMA1
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Pseudomonas delafieldii	FD-7
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Pseudomonas delafieldii	133, FD-6
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Pseudomonas facilis	332
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Pseudomonas facilis	Delft
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax sp.	HF
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Pseudomonas facilis	
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Pseudomonas avenae subsp. konjaci	K2
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax sp.	PS14
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax sp.	PIV 3D
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax sp.	JS42
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax defluvii	G8B1
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax defluvii	BSB411
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax caeni	R-24608
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax soli	BL21
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax radicis	N35
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Alicycliphilus	Alicycliphilus denitrificans	K601
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Alicycliphilus	Alicycliphilus denitrificans	BC
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Brachymonas	Brachymonas denitrificans	AS-P1, JCM 9216
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Brachymonas	Brachymonas chironomi	AIMA4
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Pseudomonas testosteroni	R-10-Z
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Pseudomonas testosteroni	11
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Pseudomonas testosteroni	
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Pseudomonas testosteroni	31A
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Pseudomonas testosteroni	RW31
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Pseudomonas testosteroni	PSB-4
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Pseudomonas testosteroni	wtT-2
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Pseudomonas testosteroni	KF1
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Pseudomonas testosteroni	SPB-2
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Pseudomonas testosteroni	N
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Pseudomonas testosteroni	31
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas sp.	JS100
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas sp.	SFCD1
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas sp.	JS 765
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas nitrativorans	23310
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas kerstersii	AFG1
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas badia	No.12
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas denitrificans	123
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas thiooxidans	S23
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas koreensis	YH12
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas granuli	Ko03
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas odontotermitis	Dant 3-8
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas composti	YY287
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas zonglianii	BF-3
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Curvibacter	Aquaspirillum delicatum	146
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	Comamonas acidovorans	D
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	Comamonas acidovorans	2167, 7
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	Delftia sp.	K1
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	Delftia tsuruhatensis	AK20
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	Comamonas acidovorans	SPB1
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	Comamonas acidovorans	SPH-1
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	Comamonas acidovorans	NAT
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	Comamonas acidovorans	4B
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	Comamonas acidovorans	RYS-4
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	Delftia sp.	EK3
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	Delftia sp.	EK4
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	Delftia sp.	J24
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	Delftia tsuruhatensis	T7
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	Delftia tsuruhatensis	MV01
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	Delftia lacustris	332
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Diaphorobacter	Diaphorobacter sp.	LW1
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Diaphorobacter	Diaphorobacter nitroreducens	NA10B
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Diaphorobacter	Diaphorobacter oryzae	RF3
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Giesbergeria	Aquaspirillum giesbergeri	
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Giesbergeria	Giesbergeria kuznetsovii	D-412
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Giesbergeria	Giesbergeria voronezhensis	D-419
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Giesbergeria	Giesbergeria voronezhensis	D-420
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenomonas flava	
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Pseudomonas palleronii	16-0-1, 366
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Pseudomonas palleronii	362, Stanier 362
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Pseudomonas pseudoflava	GA3
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Pseudomonas pseudoflava	Z-1107
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Pseudomonas taeniospiralis	2K1
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenophaga intermedia	S1
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenophaga defluvii	BSB 9.5
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenophaga atypica	BSB 31-8
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenophaga caeni	EMB71
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hylemonella	Aquaspirillum gracile	
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Lampropedia	Lampropedia hyalina	LSCC94
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Lampropedia	Lampropedia hyalina	
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Macromonas	Macromonas bipunctata	D405
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Malikia	Pseudomonas spinosa	83
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Malikia	Malikia granosa	P1
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ottowia	Ottowia thiooxydans	K11
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ottowia	Ottowia pentelensis	RB3-7
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas	Pseudomonas saccharophila	
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	Polaromonas naphthalenivorans	CJ2
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	Polaromonas jejuensis	JS12-13
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	Polaromonas cryoconiti	Cr4-35
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	Polaromonas glacialis	Cr4-12
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	Ramlibacter tataouinensis	TTB310
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	Ramlibacter henchirensis	TMB834
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax	Rhodoferax fermentans	FR 2
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax	Rhodoferax fermentans	
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax	Rhodoferax fermentans	4
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Roseateles	Roseateles depolymerans	61A
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Roseateles	Roseateles depolymerans	61B2
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Schlegelella	Caenibacterium thermophilum	N2-680
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Schlegelella	Caenibacterium thermophilum	R-16654
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Simplicispira	Aquaspirillum metamorphum	
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Simplicispira	Aquaspirillum metamorphum	D-416
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Simplicispira	Aquaspirillum psychrophilum	CA 1
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Simplicispira	Simplicispira limi	EMB 325
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	Alcaligenes paradoxus	12-6-2, 350
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	Alcaligenes paradoxus	14-O-1, 353
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	Alcaligenes paradoxus	3-20-2, 360
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	Alcaligenes paradoxus	444
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	Alcaligenes paradoxus	
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	Alcaligenes paradoxus	R1L1
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	Alcaligenes paradoxus	351, B13-0-1 D
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	Alcaligenes paradoxus	180, P2-106-S (3)
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	Alcaligenes paradoxus	B4
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	Variovorax sp.	S13
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	Variovorax sp.	5AS 1
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	Variovorax sp.	d5I
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	Variovorax sp.	d5IVc
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	Variovorax dokdonensis	DS-43
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	Variovorax soli	GH9-3
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	Variovorax boronicumulans	BAM-48
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	Variovorax ginsengisoli	Gsoil 3165
